state_name,pop_estimate_1999,pop_estimate_2000,pop_estimate_2001,pop_estimate_2002,pop_estimate_2003,pop_estimate_2004,pop_estimate_2005,pop_estimate_2006,pop_estimate_2007,pop_estimate_2008,pop_estimate_2009,pop_estimate_2010,pop_estimate_2011,pop_estimate_2012,pop_estimate_2013,pop_estimate_2014,pop_estimate_2015,pop_estimate_2016,pop_estimate_2017,pop_estimate_2018,pop_estimate_2019,pop_estimate_2020
United States,280466621,281424600,284968955,287625193,290107933,292805298,295516599,298379912,301231207,304093966,306771529,308745538,311583481,313877662,316059947,318386329,320738994,323071755,325122128,326838199,328329953,329484123
